Timestamp,Ping Time (ms)
2025-04-16 16:39:01,1.22
2025-04-16 16:39:01,1.46
2025-04-16 16:39:01,1.23
2025-04-16 16:39:01,1.10
2025-04-16 16:39:01,1.29
2025-04-16 16:39:01,1.57
2025-04-16 16:39:01,1.34
2025-04-16 16:39:01,1.06
2025-04-16 16:39:01,1.14
2025-04-16 16:39:02,1.32
2025-04-16 16:39:02,1.26
2025-04-16 16:39:02,1.12
2025-04-16 16:39:02,1.24
2025-04-16 16:39:02,1.24
2025-04-16 16:39:02,1.13
2025-04-16 16:39:02,1.14
2025-04-16 16:39:02,1.24
2025-04-16 16:39:02,1.10
2025-04-16 16:39:02,1.07
2025-04-16 16:39:03,1.12
2025-04-16 16:39:03,1.21
2025-04-16 16:39:03,1.15
2025-04-16 16:39:03,1.89
2025-04-16 16:39:03,1.29
2025-04-16 16:39:03,1.32
2025-04-16 16:39:03,1.44
2025-04-16 16:39:03,1.17
2025-04-16 16:39:03,1.09
2025-04-16 16:39:04,1.39
2025-04-16 16:39:04,1.64
2025-04-16 16:39:04,1.20
2025-04-16 16:39:04,2.02
2025-04-16 16:39:04,1.21
2025-04-16 16:39:04,1.29
2025-04-16 16:39:04,1.02
2025-04-16 16:39:04,1.26
2025-04-16 16:39:04,1.25
2025-04-16 16:39:05,1.17
2025-04-16 16:39:05,1.30
2025-04-16 16:39:05,1.19
2025-04-16 16:39:05,1.30
2025-04-16 16:39:05,1.24
2025-04-16 16:39:05,1.19
2025-04-16 16:39:05,1.05
2025-04-16 16:39:05,1.41
2025-04-16 16:39:05,1.35
2025-04-16 16:39:05,0.923
2025-04-16 16:39:06,1.24
2025-04-16 16:39:06,1.06
2025-04-16 16:39:06,1.16
2025-04-16 16:39:06,0.939
2025-04-16 16:39:06,1.09
2025-04-16 16:39:06,1.06
2025-04-16 16:39:06,1.25
2025-04-16 16:39:06,1.10
2025-04-16 16:39:06,1.27
2025-04-16 16:39:07,1.14
2025-04-16 16:39:07,1.16
2025-04-16 16:39:07,1.11
2025-04-16 16:39:07,1.34
2025-04-16 16:39:07,1.94
2025-04-16 16:39:07,1.18
2025-04-16 16:39:07,1.19
2025-04-16 16:39:07,1.19
2025-04-16 16:39:07,1.16
2025-04-16 16:39:07,2.13
2025-04-16 16:39:08,1.79
2025-04-16 16:39:08,1.34
2025-04-16 16:39:08,1.61
2025-04-16 16:39:08,1.22
2025-04-16 16:39:08,1.27
2025-04-16 16:39:08,1.30
2025-04-16 16:39:08,0.983
2025-04-16 16:39:08,1.09
2025-04-16 16:39:08,1.05
2025-04-16 16:39:09,1.12
2025-04-16 16:39:09,1.28
2025-04-16 16:39:09,1.06
2025-04-16 16:39:09,1.00
2025-04-16 16:39:09,2.10
2025-04-16 16:39:09,1.35
2025-04-16 16:39:09,1.51
2025-04-16 16:39:09,1.95
2025-04-16 16:39:09,1.35
2025-04-16 16:39:09,1.10
2025-04-16 16:39:10,1.29
2025-04-16 16:39:10,1.18
2025-04-16 16:39:10,1.34
2025-04-16 16:39:10,1.29
2025-04-16 16:39:10,1.13
2025-04-16 16:39:10,1.24
2025-04-16 16:39:10,1.56
2025-04-16 16:39:10,1.21
2025-04-16 16:39:10,1.24
2025-04-16 16:39:11,1.11
2025-04-16 16:39:11,1.33
2025-04-16 16:39:11,1.36
2025-04-16 16:39:11,1.26
2025-04-16 16:39:11,1.23
2025-04-16 16:39:11,1.21
2025-04-16 16:39:11,1.02
2025-04-16 16:39:11,1.19
2025-04-16 16:39:11,1.16
2025-04-16 16:39:11,1.33
2025-04-16 16:39:12,1.35
2025-04-16 16:39:12,1.27
2025-04-16 16:39:12,1.28
2025-04-16 16:39:12,1.31
2025-04-16 16:39:12,1.15
2025-04-16 16:39:12,1.49
2025-04-16 16:39:12,1.21
2025-04-16 16:39:12,1.72
2025-04-16 16:39:12,1.20
2025-04-16 16:39:13,1.32
2025-04-16 16:39:13,1.12
2025-04-16 16:39:13,1.12
2025-04-16 16:39:13,1.57
2025-04-16 16:39:13,1.94
2025-04-16 16:39:13,1.23
2025-04-16 16:39:13,1.09
2025-04-16 16:39:13,1.10
2025-04-16 16:39:13,1.11
2025-04-16 16:39:13,1.02
2025-04-16 16:39:14,1.59
2025-04-16 16:39:14,1.35
2025-04-16 16:39:14,1.08
2025-04-16 16:39:14,2.28
2025-04-16 16:39:14,2.14
2025-04-16 16:39:14,1.26
2025-04-16 16:39:14,1.21
2025-04-16 16:39:14,1.62
2025-04-16 16:39:14,1.43
2025-04-16 16:39:15,1.47
2025-04-16 16:39:15,1.23
2025-04-16 16:39:15,1.55
2025-04-16 16:39:15,1.49
2025-04-16 16:39:15,1.39
2025-04-16 16:39:15,1.36
2025-04-16 16:39:15,1.57
2025-04-16 16:39:15,1.10
2025-04-16 16:39:15,1.19
2025-04-16 16:39:15,0.941
2025-04-16 16:39:16,1.40
2025-04-16 16:39:16,1.17
2025-04-16 16:39:16,1.44
2025-04-16 16:39:16,1.15
2025-04-16 16:39:16,1.21
2025-04-16 16:39:16,1.13
