Timestamp,Ping Time (ms)
2025-02-19 15:48:09,1.31
2025-02-19 15:48:09,1.17
2025-02-19 15:48:09,1.19
2025-02-19 15:48:09,1.66
2025-02-19 15:48:09,1.06
2025-02-19 15:48:09,1.27
2025-02-19 15:48:09,1.33
2025-02-19 15:48:09,1.34
2025-02-19 15:48:09,1.17
2025-02-19 15:48:09,1.45
2025-02-19 15:48:10,1.61
2025-02-19 15:48:10,1.30
2025-02-19 15:48:10,1.08
2025-02-19 15:48:10,1.23
2025-02-19 15:48:10,1.15
2025-02-19 15:48:10,1.28
2025-02-19 15:48:10,1.37
2025-02-19 15:48:10,1.02
2025-02-19 15:48:10,1.09
2025-02-19 15:48:11,1.12
2025-02-19 15:48:11,1.11
2025-02-19 15:48:11,1.16
2025-02-19 15:48:11,1.18
2025-02-19 15:48:11,1.27
2025-02-19 15:48:11,1.15
2025-02-19 15:48:11,1.10
2025-02-19 15:48:11,1.35
2025-02-19 15:48:11,1.32
2025-02-19 15:48:11,1.04
2025-02-19 15:48:12,1.84
2025-02-19 15:48:12,1.18
2025-02-19 15:48:12,1.28
2025-02-19 15:48:12,1.30
2025-02-19 15:48:12,1.27
2025-02-19 15:48:12,1.43
2025-02-19 15:48:12,2.20
2025-02-19 15:48:12,1.20
2025-02-19 15:48:12,1.37
2025-02-19 15:48:13,2.54
2025-02-19 15:48:13,1.31
2025-02-19 15:48:13,1.26
2025-02-19 15:48:13,1.23
2025-02-19 15:48:13,1.22
2025-02-19 15:48:13,1.99
2025-02-19 15:48:13,1.35
2025-02-19 15:48:13,1.91
2025-02-19 15:48:13,1.16
2025-02-19 15:48:13,1.10
2025-02-19 15:48:14,1.79
2025-02-19 15:48:14,1.84
2025-02-19 15:48:14,1.05
2025-02-19 15:48:14,1.16
2025-02-19 15:48:14,1.09
2025-02-19 15:48:14,1.18
2025-02-19 15:48:14,1.97
2025-02-19 15:48:14,1.28
2025-02-19 15:48:14,1.19
2025-02-19 15:48:15,2.40
2025-02-19 15:48:15,1.40
2025-02-19 15:48:15,1.26
2025-02-19 15:48:15,1.26
2025-02-19 15:48:15,1.35
2025-02-19 15:48:15,1.35
2025-02-19 15:48:15,1.13
2025-02-19 15:48:15,1.13
2025-02-19 15:48:15,1.08
2025-02-19 15:48:15,1.31
2025-02-19 15:48:16,1.58
2025-02-19 15:48:16,1.50
2025-02-19 15:48:16,1.31
2025-02-19 15:48:16,1.28
2025-02-19 15:48:16,1.42
2025-02-19 15:48:16,1.24
2025-02-19 15:48:16,1.08
2025-02-19 15:48:16,0.988
2025-02-19 15:48:16,1.19
2025-02-19 15:48:17,1.16
2025-02-19 15:48:17,1.10
2025-02-19 15:48:17,1.04
2025-02-19 15:48:17,1.73
2025-02-19 15:48:17,1.02
2025-02-19 15:48:17,1.15
2025-02-19 15:48:17,1.15
2025-02-19 15:48:17,1.10
2025-02-19 15:48:17,1.08
2025-02-19 15:48:18,1.08
2025-02-19 15:48:18,1.14
2025-02-19 15:48:18,1.50
2025-02-19 15:48:18,1.15
2025-02-19 15:48:18,3.19
2025-02-19 15:48:18,1.12
2025-02-19 15:48:18,1.46
2025-02-19 15:48:18,2.30
2025-02-19 15:48:18,1.25
2025-02-19 15:48:18,1.14
2025-02-19 15:48:19,1.34
2025-02-19 15:48:19,1.35
2025-02-19 15:48:19,1.44
2025-02-19 15:48:19,1.23
